Poop Vial ID,Field Poop Vial ID,Duplicate Sample?,Poop Time,FCM Analyzed?,FAM Analyzed?,Sample extracted if Two Samples,Extra Fecal Sample?,MeOH extraction volume (uL),EIA Lab,EIA done by,Date Cort EIA,Date Androgen EIA,Cort Dilution,Androgen Dilution,Cort Volume used,Androgen Volume Used,Cort Concentration,Cort CV,Cort Repeat?,Date Cort repeated,Cort Repeat Dilution,Cort Repeat Volume Used,Repeat Cort Concentration,Repeat Cort CV,Cort Final Concentration,Androgen Final Concentration,Androgen CV,Cort EIA Plate ID Run 1,Cort EIA Plate ID Repeat,Androgen EIA Plate ID,Cort High CV?,Androgen High CV?,BJD Repeated for Cort,,,,,,,,,,,,,,,,,,
P1788,,,,,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,,10,,,,,,,,,,9.333,,,,T.LTGrid.2008.12,,,,,,,,,,,,,,,,,,,,,
P1796,,,,Yes,Yes,,,1000,Boonstra,BJD,31-Mar-09,,9,9,1.6,10,64.463,,,,,,,,64.463,6.732,,37e.LTGrid.2008.6,,T.LTGrid.2008.6,,,,,,,,,,,,,,,,,,,,,
P1803 ,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,24.614,,,,,,,,24.614,5.982,,C.LTGrid.2008.8,,T.LTGrid.2008.8,,,,,,,,,,,,,,,,,,,,,
P1804 ,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,5/12/11,32.33333333,9,5.6,10,27.909,25.5,Yes,,,,,,27.909,21.168,15.4,C.2011.57,,T.2011.2,Y,,,,,,,,,,,,,,,,,,,,
P1815,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,30.205,,,,,,,,30.205,20.239,,C.LTGrid.2008.5,,T.LTGrid.2008.5,,,,,,,,,,,,,,,,,,,,,
P1821,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,27.078,,,,,,,,27.078,8.277,,C.LTGrid.2008.11,,T.LTGrid.2008.11,,,,,,,,,,,,,,,,,,,,,
P1825,,,,Yes,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,6.809,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P1836,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,6.809,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P1837,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,72.556,,,,,,,,72.556,17.908,,C.LTGrid.2008.9,,T.LTGrid.2008.9,,,,,,,,,,,,,,,,,,,,,
P1841,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,4.713,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P1845,,,,Yes,Yes,,,1000,Boonstra,BJD,15-May-11,,32.33333333,9,10,10,40.73,5,,,,,,,40.73,31.231,,C.2011.2,,T.LTGrid.2008.17,,,,,,,,,,,,,,,,,,,,,
P1846,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,5/24/11,32.33333333,9,5.6,10,18.946,9,,,,,,,18.946,24.171,2.2,C.2011.39,,T.2011.34,,,,,,,,,,,,,,,,,,,,,
P1851 ,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,52.051,,,,,,,,52.051,7.165,,C.LTGrid.2008.5,,T.LTGrid.2008.5,,,,,,,,,,,,,,,,,,,,,
P1852,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,7.261,,,,T.HighCVs.Field2,,,,,,,,,,,,,,,,,,,,,
P1853,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,81.101,,,,,,,,81.101,7.474,,C.LTGrid.2008.7,,T.LTGrid.2008.7,,,,,,,,,,,,,,,,,,,,,
P1855,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,9.93,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P1861,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,21.966,,,,,,,,21.966,8.692,,C.LTGrid.2008.5,,T.LTGrid.2008.5,,,,,,,,,,,,,,,,,,,,,
P1892,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,100.532,,,,,,,,100.532,12.557,,C.LTGrid.2008.8,,T.LTGrid.2008.8,,,,,,,,,,,,,,,,,,,,,
P1904,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,4/1/09,32.33333333,9,5.6,10,9.261,3.5,,,,,,,9.261,4.428,,C.2011.56,,T.HighCvs.Field2,,,,,,,,,,,,,,,,,,,,,
P1906,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,17.573,,,,,,,,17.573,7.857,,C.LTGrid.2008.5,,T.LTGrid.2008.5,,,,,,,,,,,,,,,,,,,,,
P1907,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,61.268,,,,,,,,61.268,12.711,,C.LTGrid.2008.8,,T.LTGrid.2008.8,,,,,,,,,,,,,,,,,,,,,
P1910,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,42.016,,,,,,,,42.016,27.592,,C.LTGrid.2008.9,,T.LTGrid.2008.9,,,,,,,,,,,,,,,,,,,,,
P1913,,,,Yes,Yes,,,1000,Boonstra,BJD,5-Apr-09,,9,9,1.6,10,54.223,,,,,,,,54.223,4.375,,C.LTGrid.2008.4,,T.LTGrid.2008.14,,,,,,,,,,,,,,,,,,,,,
P1918,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,51.754,,,,,,,,51.754,5.82,,C.LTGrid.2008.mixed,,T.LTGrid.2008.2 (mixed),,,,,,,,,,,,,,,,,,,,,
P1936,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,41.557,,,,,,,,41.557,24.807,,C.LTGrid.2008.9,,T.LTGrid.2008.9,,,,,,,,,,,,,,,,,,,,,
P1970,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,57.969,,,,,,,,57.969,13.114,,C.LTGrid.2008.7,,T.LTGrid.2008.7,,,,,,,,,,,,,,,,,,,,,
P1974 ,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,30.01,,,,,,,,30.01,17.477,,C.LTGrid.2008.11,,T.LTGrid.2008.13,,,,,,,,,,,,,,,,,,,,,
P1984,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,46.437,,,,,,,,46.437,27.996,,C.LTGrid.2008.9,,T.LTGrid.2008.9,,,,,,,,,,,,,,,,,,,,,
P1988,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,23.537,,,,,,,,23.537,10.889,,C.LTGrid.2008.7,,T.LTGrid.2008.7,,,,,,,,,,,,,,,,,,,,,
P1995 ,,,,Yes,Yes,,,1000,Boonstra,BJD,13-Apr-09,,9,9,1.6,10,17.828,,,,,,,,17.828,9.468,,C.LTGrid.2008.Field.HighCVs2,,T.LTGrid.2008.4,,,,,,,,,,,,,,,,,,,,,
P1998 ,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,26.775,,,,,,,,26.775,11.814,,C.LTGrid.2008.7,,T.LTGrid.2008.7,,,,,,,,,,,,,,,,,,,,,
P2005,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,71.622,,,,,,,,71.622,16.714,,C.LTGrid.2008.7,,T.LTGrid.2008.7,,,,,,,,,,,,,,,,,,,,,
P2010,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,53.568,,,,,,,,53.568,6.562,,C.LTGrid.2008.11,,T.LTGrid.2008.11,,,,,,,,,,,,,,,,,,,,,
P2015,,,,Yes,Yes,,,1000,Boonstra,BJD,15-May-11,,32.33333333,9,10,10,14.888,18.4,,,,,,,14.888,3.45,,C.2011.2,,T.LTGrid.2008.3,,,,,,,,,,,,,,,,,,,,,
P2021 ,,,,Yes,Yes,,,1000,Boonstra,BJD,13-Apr-09,,9,9,1.6,10,19.576,,,,,,,,19.576,7.414,,C.LTGrid.2008.Field.HighCVs2,,T.LTGrid.2008.9,,,,,,,,,,,,,,,,,,,,,
P2027,,,,Yes,Yes,,,1000,Boonstra,BJD,13-Apr-09,,9,9,1.6,10,11.314,,,,,,,,11.314,7.701,,C.LTGrid.2008.Field.HighCVs2,,T.LTGrid.2008.9,,,,,,,,,,,,,,,,,,,,,
P2039 ,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,34.095,,,,,,,,34.095,7.818,,C.LTGrid.2008.8,,T.LTGrid.2008.8,,,,,,,,,,,,,,,,,,,,,
P2049 ,,,,Yes,Yes,,,1000,Boonstra,BJD,5-Apr-09,,9,9,1.6,10,31.74,,,,,,,,31.74,13.503,,C.LTGrid.2008.3,,T.LTGrid.2008.3,,,,,,,,,,,,,,,,,,,,,
P2052 ,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,,32.33333333,9,5.6,10,28.417,0.7,,,,,,,28.417,8.268,,C.2011.56,,T.HighCVs.Field2,,,,,,,,,,,,,,,,,,,,,
P2055,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,151.822,,,,,,,,151.822,7.543,,C.LTGrid.2008.11,,T.LTGrid.2008.11,,,,,,,,,,,,,,,,,,,,,
P2061,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,5/12/11,32.33333333,9,5.6,10,28.302,12.9,,,,,,,28.302,19.393,14.8,C.2011.57,,T.2011.2,,,,,,,,,,,,,,,,,,,,,
P2066,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,5/11/11,32.33333333,9,5.6,10,16.384,6.1,,,,,,,16.384,6.255,12.7,C.2011.52,,T.2011.1,,,,,,,,,,,,,,,,,,,,,
P2068,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,40.239,,,,,,,,40.239,5.836,,C.LTGrid.2008.7,,T.LTGrid.2008.7,,,,,,,,,,,,,,,,,,,,,
P2075,,,,Yes,Yes,,,1000,Boonstra,BJD,15-May-11,,32.33333333,9,10,10,10.876,9.6,,,,,,,10.876,9.737,,C.2011.2,,T.LTGrid.2008.17,,,,,,,,,,,,,,,,,,,,,
P2080 ,,,,Yes,Yes,,,1000,Boonstra,BJD,22-May-11,5/12/11,32.33333333,9,5.6,10,19.573,18.3,Yes,5/15/11,68.66666667,10,8.459,14,19.573,13.293,6.1,C.2011.7,,T.2011.3,,,,,,,,,,,,,,,,,,,,,
P2098 ,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,22.675,,,,,,,,22.675,12.203,,C.LTGrid.2008.9,,T.LTGrid.2008.9,,,,,,,,,,,,,,,,,,,,,
P2102;9:43am,,,,,,,,1000,Boonstra,BJD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2103,,,,,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,,10,,,,,,,,,,8.428,,,,T.LTGrid.2008.7,,,,,,,,,,,,,,,,,,,,,
P2119 ,,,,Yes,Yes,,,1000,Boonstra,BJD,13-Apr-09,,9,9,1.6,10,5.519,,,,,,,,5.519,2.641,,C.LTGrid.2008.12,,T.LTGrid.2008.12,,,,,,,,,,,,,,,,,,,,,
P2122,,,,Yes,Yes,,,1000,Boonstra,BJD,13-Apr-09,,9,9,1.6,10,54.267,,,,,,,,54.267,7.612,,C.LTGrid.2008.12,,T.LTGrid.2008.12,,,,,,,,,,,,,,,,,,,,,
P2139,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,41.124,,,,,,,,41.124,14.188,,C.LTGrid.2008.7,,T.LTGrid.2008.7,,,,,,,,,,,,,,,,,,,,,
P2140,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,27.792,,,,,,,,27.792,6.739,,C.LTGrid.2008.9,,T.LTGrid.2008.9,,,,,,,,,,,,,,,,,,,,,
P2141 ,,,,Yes,Yes,,,1000,Boonstra,BJD,5-Apr-09,,9,9,1.6,10,39.364,,,,,,,,39.364,8.189,,C.LTGrid.2008.4,,T.LTGrid.2008.4,,,,,,,,,,,,,,,,,,,,,
P2145,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,47.925,,,,,,,,47.925,13.058,,C.LTGrid.2008.9,,T.LTGrid.2008.9,,,,,,,,,,,,,,,,,,,,,
P2191 ,,,,Yes,Yes,,,1000,Boonstra,BJD,13-Apr-09,,9,9,1.6,10,4.784,,,,,,,,4.784,6.787,,C.LTGrid.2008.12,,T.LTGrid.2008.12,,,,,,,,,,,,,,,,,,,,,
P2194 ,,,,Yes,Yes,,,1000,Boonstra,BJD,22-May-11,5/12/11,32.33333333,9,5.6,10,13.566,8.6,,,,,,,13.566,7.706,14.8,C.2011.7,,T.2011.3,,,,,,,,,,,,,,,,,,,,,
P2196,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,31.357,,,,,,,,31.357,3.434,,C.LTGrid.2008.mixed,,T.LTGrid.2008.2 (mixed),,,,,,,,,,,,,,,,,,,,,
P2210,,Y,,Yes,,,,1000,Boonstra,BJD,1-Jun-11,,32.33333333,9,5.6,10,52.813,9.3,,,,,,,52.813,,,C.2011.56,,,,,,,,,,,,,,,,,,,,,,,
P2210 ,,Y,,,Yes,,,1000,Boonstra,BJD,,,,9,,10,,,,,,,,,,5.013333333,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P2222,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,,32.33333333,9,5.6,10,39.747,7.4,,,,,,,39.747,2.204,,C.2011.56,,T.LTGrid.2008.12,,,,,,,,,,,,,,,,,,,,,
P2239,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,,32.33333333,9,5.6,10,50.093,0.1,,,,,,,50.093,6.313,,C.2011.56,,T.HighCVs.Field2,,,,,,,,,,,,,,,,,,,,,
P2243,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,12.721,,,,,,,,12.721,18.846,,C.LTGrid.2008.9,,T.LTGrid.2008.9,,,,,,,,,,,,,,,,,,,,,
P2272,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,16.469,,,,,,,,16.469,13.467,,C.LTGrid.2008.7,,T.LTGrid.2008.7,,,,,,,,,,,,,,,,,,,,,
P2274,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,15.507,,,,,,,,15.507,6.085,,C.LTGrid.2008.11,,T.LTGrid.2008.13,,,,,,,,,,,,,,,,,,,,,
P2277,,,,,Yes,,,1000,Boonstra,BJD,,,9,9,1.6,10,,,,,,,,,,5.855,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P2284,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,15.63,,,,,,,,15.63,7.412,,C.LTGrid.2008.7,,T.LTGrid.2008.7,,,,,,,,,,,,,,,,,,,,,
P2299,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,19.481,,,,,,,,19.481,7.568,,C.LTGrid.2008.8,,T.LTGrid.2008.8,,,,,,,,,,,,,,,,,,,,,
P2343,,,,,,,,1000,Boonstra,BJD,15-May-11,,68.66666667,,10,,,,,,,,,,,,,C.2011.2,,,,,,,,,,,,,,,,,,,,,,,
P2361,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,64.727,,,,,,,,64.727,6.587,,C.LTGrid.2008.11,,T.LTGrid.2008.11,,,,,,,,,,,,,,,,,,,,,
P2370 ,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,17.896,,,,,,,,17.896,3.101,,C.LTGrid.2008.11,,T.LTGrid.2008.13,,,,,,,,,,,,,,,,,,,,,
P2380,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,6.282,,,,,,,,6.282,1.129,,C.LTGrid.2008.mixed,,T.LTGrid.2008.2 (mixed),,,,,,,,,,,,,,,,,,,,,
P2394,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,15.429,,,,,,,,15.429,3.993,,C.LTGrid.2008.7,,T.LTGrid.2008.8,,,,,,,,,,,,,,,,,,,,,
P2395,,,,,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,,,,,,,,,,3.447,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P2400 ,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,,32.33333333,9,5.6,10,28.833,5.5,,,,,,,28.833,3.447,,C.2011.56,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P2430,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,15.109,,,,,,,,15.109,5.646,,C.LTGrid.2008.8,,T.LTGrid.2008.8,,,,,,,,,,,,,,,,,,,,,
P2444,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,5/12/11,32.33333333,9,5.6,10,20.058,,,,,,,,20.058,8.361,7.9,C.2011.57,,T.2011.2,,,,,,,,,,,,,,,,,,,,,
P2455,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,4.042,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P2460,,,,,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,,10,,,,,,,,,,4.071,,,,T.LTGrid.2008.14,,,,,,,,,,,,,,,,,,,,,
P2463,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,4.828,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P2489 ,,,,Yes,Yes,,,1000,Boonstra,BJD,5-Apr-09,,9,9,1.6,10,6.957,,,,,,,,6.957,5.761,,C.LTGrid.2008.4,,T.LTGrid.2008.4,,,,,,,,,,,,,,,,,,,,,
P2517 ,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,,32.33333333,9,5.6,10,6.577,4.3,,,,,,,6.577,2.29,,C.2011.56,,T.LTGrid.2008.12,,,,,,,,,,,,,,,,,,,,,
P2527 ,,,,Yes,Yes,,,1000,Boonstra,BJD,5-Apr-09,,9,9,1.6,10,8.63,,,,,,,,8.63,2.884,,C.LTGrid.2008.4,,T.LTGrid.2008.11,,,,,,,,,,,,,,,,,,,,,
P2535,,,,Yes,Yes,,,1000,Boonstra,BJD,15-May-11,,32.33333333,9,10,10,8.186,,,,,,,,8.186,4.249,,C.2011.2,,T.LTGrid.2008.17,,,,,,,,,,,,,,,,,,,,,
P2565 ,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,37.883,,,,,,,,37.883,33.307,,C.LTGrid.2008.5,,T.LTGrid.2008.5,,,,,,,,,,,,,,,,,,,,,
P2905,,,,Yes,Yes,,,1000,Boonstra,BJD,13-Apr-09,,9,9,1.6,10,27.236,,,,,,,,27.236,5.603,,C.LTGrid.2008.12,,T.LTGrid.2008.12,,,,,,,,,,,,,,,,,,,,,
P2906,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,5/12/11,32.33333333,9,5.6,10,5.759,25.2,Yes,,,,,,5.759,10.944,2.6,C.2011.57,,T.2011.2,Y,,,,,,,,,,,,,,,,,,,,
P2923,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,6.072,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P2925,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,41.786,,,,,,,,41.786,12.364,,C.LTGrid.2008.7,,T.LTGrid.2008.7,,,,,,,,,,,,,,,,,,,,,
P2926,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,48.214,,,,,,,,48.214,11.517,,C.LTGrid.2008.9,,T.LTGrid.2008.9,,,,,,,,,,,,,,,,,,,,,
P2928 ,,,,Yes,Yes,,,1000,Boonstra,BJD,13-Apr-09,,9,9,1.6,10,35.313,,,,,,,,35.313,19.415,,C.LTGrid.2008.12,,T.LTGrid.2008.12,,,,,,,,,,,,,,,,,,,,,
P2932,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,7.054,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P2939 ,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,,32.33333333,9,5.6,10,27.872,5.1,,,,,,,27.872,21.667,,C.2011.56,,T.LTGrid.2008.12,,,,,,,,,,,,,,,,,,,,,
P2949,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,5/12/11,32.33333333,9,5.6,10,19.719,,,,,,,,19.719,18.811,4.6,C.2011.57,,T.2011.2,,,,,,,,,,,,,,,,,,,,,
P2956,,,,Yes,Yes,,,1000,Boonstra,BJD,15-May-11,,32.33333333,9,10,10,26.171,9.9,,,,,,,26.171,6.845,,C.2011.2,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P2966,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,7.135,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P2972,,,,Yes,,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,42.397,,,,,,,,42.397,,,C.LTGrid.2008.8,,T.LTGrid.2008.8,,,,,,,,,,,,,,,,,,,,,
P2973,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,6.933,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P2976 ,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,5/12/11,32.33333333,9,5.6,10,9.613,5,,,,,,,9.613,9.831,5.6,C.2011.57,,T.2011.2,,,,,,,,,,,,,,,,,,,,,
P3016,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,37.819,,,,,,,,37.819,19.333,,C.LTGrid.2008.7,,T.LTGrid.2008.7,,,,,,,,,,,,,,,,,,,,,
P3020,,,,,Yes,,,1000,Boonstra,BJD,,,9,9,1.6,10,,,,,,,,,,8.7,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P3021 ,,,,Yes,Yes,,,1000,Boonstra,BJD,31-Mar-09,,9,9,1.6,10,101.212,,,,,,,,101.212,9.587,,37e.LTGrid.2008.6,,T.LTGrid.2008.6,,,,,,,,,,,,,,,,,,,,,
P3022 ,,,,Yes,Yes,,,1000,Boonstra,BJD,5-Apr-09,,9,9,1.6,10,35.433,,,,,,,,35.433,18.722,,C.LTGrid.2008.4,,T.LTGrid.2008.4,,,,,,,,,,,,,,,,,,,,,
P3034,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,32.591,,,,,,,,32.591,8.091,,C.LTGrid.2008.5,,T.LTGrid.2008.5,,,,,,,,,,,,,,,,,,,,,
P3035,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,34.73,,,,,,,,34.73,10.279,,C.LTGrid.2008.5,,T.LTGrid.2008.5,,,,,,,,,,,,,,,,,,,,,
P3039,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,,32.33333333,9,5.6,10,13.252,12.9,,,,,,,13.252,6.458,,C.2011.56,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P3040,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,15.751,,,,T.LTGrid.2008.17,,,,,,,,,,,,,,,,,,,,,
P3049,,,,Yes,Yes,,,1000,Boonstra,BJD,22-May-11,5/12/11,32.33333333,9,5.6,10,30.655,15.2,,,,,,,30.655,23.161,1.8,C.2011.7,,T.2011.3,,,,,,,,,,,,,,,,,,,,,
P3058,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,5/12/11,32.33333333,9,5.6,10,44.015,,,,,,,,44.015,13.812,0.1,C.2011.57,,T.2011.2,,,,,,,,,,,,,,,,,,,,,
P3060,,,,Yes,Yes,,,1000,Boonstra,BJD,5-Apr-09,,9,9,1.6,10,82.613,,,,,,,,82.613,11.139,,C.LTGrid.2008.4,,T.LTGrid.2008.4,,,,,,,,,,,,,,,,,,,,,
P3061,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,35.93,,,,,,,,35.93,20.873,,C.LTGrid.2008.5,,T.LTGrid.2008.5,,,,,,,,,,,,,,,,,,,,,
P3072,,,,Yes,Yes,,,1000,Boonstra,BJD,15-May-11,,32.33333333,9,10,10,22.392,2.7,,,,,,,22.392,4.249,,C.2011.2,,T.LTGrid.2008.17,,,,,,,,,,,,,,,,,,,,,
P3089,,,,,Yes,,,1000,Boonstra,BJD,,,9,9,1.6,10,,,,,,,,,,7.6,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P3099,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,40.63,,,,,,,,40.63,8.298,,C.LTGrid.2008.7,,T.LTGrid.2008.7,,,,,,,,,,,,,,,,,,,,,
P3100 ,,,,Yes,Yes,,,1000,Boonstra,BJD,31-Mar-09,,9,9,1.6,10,276.538,,,,,,,,276.538,24.572,,37e.LTGrid.2008.6,,T.LTGrid.2008.6,,,,,,,,,,,,,,,,,,,,,
P3106,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,8.871,,,,T.HighCVs.Field2,,,,,,,,,,,,,,,,,,,,,
P3140,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,26.788,,,,,,,,26.788,14.499,,C.LTGrid.2008.9,,T.LTGrid.2008.9,,,,,,,,,,,,,,,,,,,,,
P3141 ,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,36.313,,,,,,,,36.313,18.767,,C.LTGrid.2008.8,,T.LTGrid.2008.8,,,,,,,,,,,,,,,,,,,,,
P3146,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,5/12/11,32.33333333,9,5.6,10,11.015,1.7,,,,,,,11.015,12.437,13.4,C.2011.57,,T.2011.2,,,,,,,,,,,,,,,,,,,,,
P3155,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,,32.33333333,9,5.6,10,14.866,,,,,,,,14.866,7.538,,C.2011.56,,T.LTGrid.2008.17,,,,,,,,,,,,,,,,,,,,,
P3163 ,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,21.75,,,,,,,,21.75,11.73,,C.LTGrid.2008.8,,T.LTGrid.2008.8,,,,,,,,,,,,,,,,,,,,,
