Poop Vial ID,Field Poop Vial ID,Duplicate Sample?,Poop Time,FCM Analyzed?,FAM Analyzed?,Sample extracted if Two Samples,Extra Fecal Sample?,MeOH extraction volume (uL),EIA Lab,EIA done by,Date Cort EIA,Date Androgen EIA,Cort Dilution,Androgen Dilution,Cort Volume used,Androgen Volume Used,Cort Concentration,Cort CV,Cort Repeat?,Date Cort repeated,Cort Repeat Dilution,Cort Repeat Volume Used,Repeat Cort Concentration,Repeat Cort CV,Cort Final Concentration,Androgen Final Concentration,Androgen CV,Cort EIA Plate ID Run 1,Cort EIA Plate ID Repeat,Androgen EIA Plate ID,Cort High CV?,Androgen High CV?,BJD Repeated for Cort,,,,,,,,,,,,,,,,,,
P1218 ,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,31.064,7.288,No,,,,,,31.064,,,11.10.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P1221 ,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,17.904,13.451,No,,,,,,17.904,,,11.19.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1224 ,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,14.238,24.703,Yes,20-Nov-15,100,10,14.797,6.379,14.797,,,11.19.15.P3,11.20.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1228 ,,,,Yes,,,,1000,Dantzer,FVK,20-Nov-15,,100,,10,,9.051,11.648,No,,,,,,9.051,,,11.20.15.P6,,,,,,,,,,,,,,,,,,,,,,,
P1250,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,21.577,11.251,No,,,,,,21.577,,,11.19.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1259,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,13.091,11.781,No,,,,,,13.091,,,11.10.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1267 ,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,13.311,7.591,No,,,,,,13.311,,,11.10.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1269,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,9.933,23.342,Yes,12-Nov-15,100,10,5.008,11.995,5.008,,,11.10.15.P2,11.12.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1270 ,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,36.125,13.864,No,,,,,,36.125,,,11.22.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1277,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,18.04,27.074,Yes,17-Dec-15,100,10,13.178,3.318,13.178,,,11.22.15.P2,12.17.15.P3,,,,,,,,,,,,,,,,,,,,,,
P1284,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,16.342,17.117,Yes,20-Nov-15,100,10,24.031,29.04,20.1865,,,11.19.15.P3,11.20.15.P6,,,,,,,,,,,,,,,,,,,,,,
P1291 ,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,18.413,10.91,No,,,,,,18.413,,,11.10.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1292,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,27.326,0.814,No,,,,,,27.326,,,11.17.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P1322,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,20.349,5.609,No,,,,,,20.349,,,11.17.15.P4,,,,,,,,,,,,,,,,,,,,,,,
P1334 ,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,24.418,8.962,No,,,,,,24.418,,,11.19.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1339 ,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,5.05,29.474,Yes,20-Nov-15,100,10,8.758,8.379,8.758,,,11.19.15.P3,11.20.15.P6,,,,,,,,,,,,,,,,,,,,,,
P1341,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,15.227,7.365,No,,,,,,15.227,,,11.19.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1356,,,,Yes,,,,1000,Dantzer,FVK,3-Nov-15,,100,,10,,53.871,70.737,Yes,10-Nov-15,100,10,22.706,24.737,24.11233333,,,11.3.15.P3,11.10.15.P1,,Y,,,,,,,,,,,,,,,,,,,,
P1364 ,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,28.204,15.649,Yes,20-Nov-15,100,10,32.97,5.252,32.97,,,11.19.15.P3,11.20.15.P6,,,,,,,,,,,,,,,,,,,,,,
P1390 ,,,,Yes,,,,1000,Dantzer,FVK,4-Nov-15,,100,,10,,83.274,15.263,Yes,10-Nov-15,100,10,51.665,19.926,67.469,,,11.4.15.P1,11.10.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1406,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,15.999,3.222,No,,,,,,15.999,,,11.10.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P1418,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,41.913,10.014,No,,,,,,41.913,,,11.19.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1424 ,,,,Yes,,,,1000,Dantzer,FVK,20-Nov-15,,100,,10,,17.826,6.699,No,,,,,,17.826,,,11.20.15.P6,,,,,,,,,,,,,,,,,,,,,,,
P1427,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,18.68,25.538,Yes,20-Nov-15,100,10,24.166,14.339,24.166,,,11.19.15.P3,11.20.15.P6,,,,,,,,,,,,,,,,,,,,,,
P1434,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,27.458,15.384,Yes,24-Nov-15,100,10,24.449,5.667,24.449,,,11.22.15.P2,11.24.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1441,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,25.021,15.169,Yes,20-Nov-15,100,10,23.024,3.014,23.024,,,11.19.15.P3,11.20.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1461 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,27.403,4.398,No,,,,,,27.403,,,11.17.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P1479 ,,,,Yes,,,,1000,Dantzer,FVK,4-Nov-15,,100,,10,,33.378,15.509,Yes,10-Nov-15,100,10,43.238,17.176,38.308,,,11.3.15.P3,11.10.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1481,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,11.348,6.487,No,,,,,,11.348,,,11.10.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P1482,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,26.813,25.312,Yes,24-Nov-15,100,10,27.49,16.623,27.1515,,,11.22.15.P2,11.24.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1499 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,22.494,3.249,No,,,,,,22.494,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1501 ,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,27.246,14.574,No,,,,,,27.246,,,11.10.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P1507,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,10.051,,No,24-Nov-15,100,10,6.683,8.884,6.683,,,11.22.15.P2,11.24.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1510 ,,,,Yes,,,,1000,Dantzer,FVK,3-Nov-15,,100,,10,,23.285,44.191,Yes,10-Nov-15,100,10,39.299,26.183,41.76975,,,11.3.15.P3,11.10.15.P1,,Y,,,,,,,,,,,,,,,,,,,,
P1513,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,14.754,18.09,Yes,20-Nov-15,100,10,15.378,23.61,15.066,,,11.19.15.P3,11.20.15.P2,,,,,,,,,,,,,,,,,,,,,,
P1520 ,,,,Yes,,,,1000,Dantzer,FVK,20-Nov-15,,100,,10,,6.338,17.774,Yes,22-Nov-15,100,10,10.857,2.443,10.857,,,11.20.15.P6,11.22.15.P2,,,,,,,,,,,,,,,,,,,,,,
P1524,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,5.907,77.168,Yes,12-Nov-15,100,10,5.959,19.545,5.9335,,,11.10.15.P1,11.12.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1531,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,23.536,5.366,No,,,,,,23.536,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1547,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,14.775,13.098,No,,,,,,14.775,,,11.19.15.P3,,,,,,,,,,,,,,,,,,,,,,,
P1550,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,16.512,138.363,Yes,24-Nov-15,100,10,17.604,11.975,17.604,,,11.22.15.P2,11.24.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1553,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,21.987,14.843,No,,,,,,21.987,,,11.22.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1556,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,13.745,4.068,No,,,,,,13.745,,,11.22.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1562,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,40.351,6.024,No,,,,,,40.351,,,11.22.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1563,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,9.446,3.172,No,,,,,,9.446,,,11.22.15.P5,,,,,,,,,,,,,,,,,,,,,,,
P1582,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,25.334,1.781,No,,,,,,25.334,,,11.17.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P1587 ,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,14.921,32.104,Yes,12-Nov-15,100,10,17.597,16.528,16.25875,,,11.10.15.P2,11.12.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1606,,,,Yes,,,,1000,Dantzer,FVK,20-Nov-15,,100,,10,,17.933,21.381,Yes,22-Nov-15,100,10,26.378,17,22.1555,,,11.20.15.P6,11.22.15.P2,,,,,,,,,,,,,,,,,,,,,,
P1608 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,21.069,16.808,Yes,19-Nov-15,100,10,19.993,7.703,19.993,,,11.17.15.P2,11.19.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1611 ,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,17.431,6.206,No,,,,,,17.431,,,11.22.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1618,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,21.611,2.331,No,,,,,,21.611,,,11.19.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1631 ,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,28.715,9.561,No,,,,,,28.715,,,11.19.15.P3,,,,,,,,,,,,,,,,,,,,,,,
P1642 ,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,32.261,5.581,No,,,,,,32.261,,,11.19.15.P3,,,,,,,,,,,,,,,,,,,,,,,
P1661,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,28.831,16.517,Yes,19-Nov-15,100,10,21.198,39.117,25.01425,,,11.17.15.P2,11.19.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1664 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,33.445,4.34,No,,,,,,33.445,,,11.17.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P1673 ,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,17.528,45.866,Yes,20-Nov-15,100,10,16.603,9.488,16.603,,,11.19.15.P3,11.20.15.P6,,,,,,,,,,,,,,,,,,,,,,
P1691 ,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,15.713,5.686,No,,,,,,15.713,,,11.22.15.P5,,,,,,,,,,,,,,,,,,,,,,,
P1693,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,19.518,1.076,No,,,,,,19.518,,,11.19.15.P3,,,,,,,,,,,,,,,,,,,,,,,
P1694,,,,Yes,,,,1000,Dantzer,FVK,4-Nov-15,,100,,10,,53.031,11.89,No,,,,,,53.031,,,11.4.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P1703,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,28.505,4.759,No,,,,,,28.505,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1705 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,23.48,4.834,No,,,,,,23.48,,,11.17.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P1706 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,26.343,10.276,No,,,,,,26.343,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1707 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,19.975,11.343,No,,,,,,19.975,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1716,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,10.683,14.962,No,,,,,,10.683,,,11.19.15.P3,,,,,,,,,,,,,,,,,,,,,,,
P1717,,,,Yes,,,,1000,Dantzer,FVK,20-Nov-15,,100,,10,,6.319,7.899,No,,,,,,6.319,,,11.20.15.P6,,,,,,,,,,,,,,,,,,,,,,,
P1809,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,16.13,20.353,Yes,20-Nov-15,100,10,10.54,14.506,10.54,,,11.19.15.P2,11.20.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1812 ,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,21.396,25.828,Yes,20-Nov-15,100,10,15.434,5.607,15.434,,,11.19.15.P2,11.20.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1823,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,24.299,32.955,Yes,12-Nov-15,100,10,18.904,5.254,18.904,,,11.10.15.P2,11.12.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1831,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,22.525,5.071,No,,,,,,22.525,,,11.19.15.P3,,,,,,,,,,,,,,,,,,,,,,,
P1848 ,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,10.673,8.569,No,,,,,,10.673,,,11.22.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1867 ,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,14.943,1.617,No,,,,,,14.943,,,11.19.15.P3,,,,,,,,,,,,,,,,,,,,,,,
P1874 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,73.828,15.198,Yes,19-Nov-15,100,10,40.251,21.158,57.0395,,,11.17.15.P2,11.19.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1875,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,13.192,0.828,No,,,,,,13.192,,,11.17.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P1878 ,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,36.337,14.433,No,,,,,,36.337,,,11.19.15.P3,,,,,,,,,,,,,,,,,,,,,,,
P1879 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,14.839,23.128,Yes,19-Nov-15,100,10,11.405,4.242,11.405,,,11.17.15.P2,11.19.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1903,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,18.167,0.763,No,,,,,,18.167,,,11.22.15.P5,,,,,,,,,,,,,,,,,,,,,,,
P1919 ,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,22.589,4.402,No,,,,,,22.589,,,11.22.15.P5,,,,,,,,,,,,,,,,,,,,,,,
P1949,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,18.012,1.473,No,,,,,,18.012,,,11.10.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1953 ,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,22.079,10.479,No,,,,,,22.079,,,11.22.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1989 ,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,9.249,9.854,No,,,,,,9.249,,,11.19.15.P3,,,,,,,,,,,,,,,,,,,,,,,
P2008,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,9.474,31.277,Yes,20-Nov-15,100,10,14.224,11.897,14.224,,,11.19.15.P2,11.20.15.P1,,,,,,,,,,,,,,,,,,,,,,
P2011 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,15.476,12.41,No,,,,,,15.476,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P2042 ,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,6.231,8.11,No,,,,,,6.231,,,11.22.15.P5,,,,,,,,,,,,,,,,,,,,,,,
P2044 ,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,7.739,3.343,No,,,,,,7.739,,,11.22.15.P5,,,,,,,,,,,,,,,,,,,,,,,
P2051 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,4.861,0.218,No,,,,,,4.861,,,11.17.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P2063 ,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,10.376,46.392,Yes,24-Nov-15,100,10,16.4,10.207,16.4,,,11.22.15.P5,11.24.15.P1,,,,,,,,,,,,,,,,,,,,,,
P2072 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,13.012,7.784,No,,,,,,13.012,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P2088 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,31.207,11.872,No,,,,,,31.207,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P2089 ,,,,Yes,,,,1000,Dantzer,FVK,20-Nov-15,,100,,10,,22.596,3.066,No,,,,,,22.596,,,11.20.15.P6,,,,,,,,,,,,,,,,,,,,,,,
P2146 ,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,19.18,7.176,No,,,,,,19.18,,,11.10.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P2170 ,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,15.672,3.818,No,,,,,,15.672,,,11.10.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P2192 ,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,38.77,9.838,No,,,,,,38.77,,,11.10.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P2193 ,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,16.936,20.197,Yes,24-Nov-15,100,10,10.093,20.751,13.51425,,,11.22.15.P2,11.24.15.P1,,Y,,,,,,,,,,,,,,,,,,,,
P2206 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,9.702,1.925,No,,,,,,9.702,,,11.17.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P2223 ,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,12.958,16.107,Yes,20-Nov-15,100,10,9.434,26.598,11.19625,,,11.19.15.P2,11.20.15.P1,,,,,,,,,,,,,,,,,,,,,,
P2345 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,17.228,1.954,No,,,,,,17.228,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P2350 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,11.314,14.094,No,,,,,,11.314,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P2384,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,14.582,31.913,Yes,19-Nov-15,100,10,9.801,16.569,12.191,,,11.17.15.P2,11.19.15.P1,,,,,,,,,,,,,,,,,,,,,,
P2398,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,6.097,7.535,No,,,,,,6.097,,,11.10.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P2416,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,1.75,5.618,No,,,,,,1.75,,,11.10.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P2504,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,6.599,50.823,Yes,20-Nov-15,100,10,7.415,21.686,7.007,,,11.19.15.P3,11.20.15.P1,,Y,,,,,,,,,,,,,,,,,,,,
P2892,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,25.404,8.305,No,,,,,,25.404,,,11.10.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P2908 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,10.908,26.626,Yes,19-Nov-15,100,10,16.63,5.048,16.63,,,11.17.15.P2,11.19.15.P1,,,,,,,,,,,,,,,,,,,,,,
P2912,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,26.017,12.2,No,,,,,,26.017,,,11.22.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P2916 ,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,7.637,30.658,Yes,12-Nov-15,100,10,9.56,10.297,9.56,,,11.10.15.P2,11.12.15.P1,,,,,,,,,,,,,,,,,,,,,,
P2954 ,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,13.527,18.42,Yes,12-Nov-15,100,10,12.982,3.28,12.982,,,11.10.15.P2,11.12.15.P1,,,,,,,,,,,,,,,,,,,,,,
P2963 P3120,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,12.679,3.495,No,,,,,,12.679,,,11.17.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P2984 ,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,21.692,12.818,No,,,,,,21.692,,,11.22.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P3007 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,18.109,2.899,No,,,,,,18.109,,,11.17.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P3017,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,8.697,16.14,Yes,19-Nov-15,100,10,9.477,1.327,9.477,,,11.17.15.P2,11.19.15.P1,,,,,,,,,,,,,,,,,,,,,,
P3024 ,,,,Yes,,,,1000,Dantzer,FVK,20-Nov-15,,100,,10,,19.94,12.594,No,,,,,,19.94,,,11.20.15.P6,,,,,,,,,,,,,,,,,,,,,,,
P3031,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,7.74,22.381,Yes,12-Nov-15,100,10,6.733,28.427,7.23625,,,11.10.15.P1,11.12.15.P1,,Y,,,,,,,,,,,,,,,,,,,,
P3032 ,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,29.155,9.623,No,,,,,,29.155,,,11.22.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P3037 ,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,20.135,13.075,No,,,,,,20.135,,,11.19.15.P3,,,,,,,,,,,,,,,,,,,,,,,
P3042 ,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,11.453,5.71,No,,,,,,11.453,,,11.22.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P3056 ,,,,Yes,,,,1000,Dantzer,FVK,24-Nov-15,,100,,10,,21.898,2.399,No,,,,,,21.898,,,11.24.15.P3,,,,,,,,,,,,,,,,,,,,,,,
P3064,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,17.749,8.534,No,,,,,,17.749,,,11.17.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P3066,,,,Yes,,,,1000,Dantzer,FVK,20-Nov-15,,100,,10,,7.054,49.457,Yes,22-Nov-15,100,10,13.609,1.018,13.609,,,11.20.15.P6,11.22.15.P2,,,,,,,,,,,,,,,,,,,,,,
P3068 ,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,25.645,8.415,No,,,,,,25.645,,,11.22.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P3075,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,12.849,13.089,No,,,,,,12.849,,,11.19.15.P3,,,,,,,,,,,,,,,,,,,,,,,
P3095 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,15.34,36.33,Yes,17-Dec-15,100,10,10.237,4.455,10.237,,,11.17.15.P2,12.17.15.P3,,,,,,,,,,,,,,,,,,,,,,
P3107 ,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,14.364,0.721,No,,,,,,14.364,,,11.19.15.P3,,,,,,,,,,,,,,,,,,,,,,,
P3108,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,43.668,6.325,No,,,,,,43.668,,,11.17.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P3112,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,19.498,6.005,No,,,,,,19.498,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P3128 ,,,,Yes,,,,1000,Dantzer,FVK,20-Nov-15,,100,,10,,44.517,10.236,No,,,,,,44.517,,,11.20.15.P6,,,,,,,,,,,,,,,,,,,,,,,
P3143 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,5.769,26.453,Yes,19-Nov-15,100,10,7.101,32.027,6.43525,,,11.17.15.P2,11.19.15.P1,,Y,,,,,,,,,,,,,,,,,,,,
P3150,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,43.746,27.029,Yes,19-Nov-15,100,10,23.392,10.578,23.392,,,11.17.15.P2,11.19.15.P1,,,,,,,,,,,,,,,,,,,,,,
P3152 ,,,,Yes,,,,1000,Dantzer,FVK,3-Nov-15,,100,,10,,43.083,12.277,No,,,,,,43.083,,,11.4.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P3169 ,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,6.252,42.608,Yes,20-Nov-15,100,10,9.634,8.272,9.634,,,11.19.15.P3,11.20.15.P1,,,,,,,,,,,,,,,,,,,,,,
P3180,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,11.806,8.448,No,,,,,,11.806,,,11.17.15.P4,,,,,,,,,,,,,,,,,,,,,,,
